Pcr,Stock,Name,종가,시가,고가,저가,대용가,거래량,거래대금,PER,PSR,PBR,PCR,P/EBITDAPS,Dividend Yield,Volatility
380130,12330,현대모비스(주),257500.00 ,258000.00 ,262000.00 ,255000.00 ,203580.00 ,106529.00 ,27478946500.00 ,15.63 ,1.19 ,1.16 ,21.65 ,12.86 ,1.51 ,26.91 
380687,11070,엘지이노텍(주),140000.00 ,134000.00 ,140000.00 ,132500.00 ,102220.00 ,164555.00 ,22690690000.00 ,25.86 ,0.44 ,2.05 ,3.45 ,5.43 ,0.21 ,40.11 
380725,5930,삼성전자(주),56500.00 ,55700.00 ,56900.00 ,55500.00 ,44320.00 ,12313056.00 ,6.92E+11,11.70 ,2.12 ,2.26 ,7.66 ,6.18 ,0.63 ,22.75 
380911,270,기아(주),44350.00 ,44050.00 ,44900.00 ,44000.00 ,35170.00 ,823367.00 ,36571640850.00 ,44.39 ,0.56 ,0.88 ,6.74 ,9.66 ,2.01 ,26.10 
380954,5380,현대자동차(주),120500.00 ,121000.00 ,121000.00 ,120000.00 ,95550.00 ,422565.00 ,50926938000.00 ,78.45 ,0.75 ,0.68 ,16.84 ,13.29 ,2.38 ,23.79 
383511,660,에스케이하이닉스(주),96000.00 ,94800.00 ,97000.00 ,94200.00 ,73940.00 ,2229470.00 ,2.14E+11,4.35 ,1.66 ,1.61 ,3.15 ,2.57 ,1.47 ,34.80 
387586,90430,(주)아모레퍼시픽,195000.00 ,194000.00 ,199000.00 ,193500.00 ,141480.00 ,133224.00 ,26117328500.00 ,48.98 ,3.66 ,3.33 ,23.36 ,24.33 ,0.60 ,40.50 
388742,14820,동원시스템즈(주),29550.00 ,29100.00 ,29700.00 ,28800.00 ,22420.00 ,12796.00 ,374267800.00 ,19.56 ,1.45 ,2.15 ,33.72 ,15.24 ,1.68 ,36.48 
520047,51600,한전KPS(주),39250.00 ,38900.00 ,39300.00 ,38750.00 ,31390.00 ,197844.00 ,7734701750.00 ,10.99 ,1.42 ,1.82 ,13.60 ,7.68 ,4.56 ,28.42 
620084,4170,(주)신세계,281000.00 ,274500.00 ,282500.00 ,274000.00 ,205350.00 ,39664.00 ,11078023000.00 ,15.52 ,1.59 ,0.89 ,7.55 ,7.17 ,0.71 ,34.67 
622850,36570,(주)엔씨소프트,541000.00 ,538000.00 ,543000.00 ,533000.00 ,418860.00 ,50220.00 ,27084486000.00 ,26.02 ,7.46 ,4.95 ,27.37 ,16.24 ,1.05 ,26.65 
810045,7070,(주)지에스리테일,39350.00 ,38800.00 ,39650.00 ,38500.00 ,30840.00 ,96757.00 ,3807782450.00 ,26.68 ,0.36 ,1.55 ,12.87 ,7.59 ,1.65 ,24.99 
810193,30200,(주)케이티,26700.00 ,26650.00 ,26800.00 ,26550.00 ,21920.00 ,1035033.00 ,27641082000.00 ,11.66 ,0.38 ,0.70 ,1.84 ,1.67 ,3.87 ,10.90 
820032,30000,(주)제일기획,24300.00 ,24050.00 ,24500.00 ,23800.00 ,19380.00 ,192651.00 ,4672570500.00 ,31.03 ,2.05 ,4.33 ,13.08 ,36.74 ,2.79 ,25.76 
820482,12750,(주)에스원,94500.00 ,94200.00 ,95100.00 ,93500.00 ,76000.00 ,39956.00 ,3766245000.00 ,31.62 ,1.60 ,4.42 ,13.68 ,9.51 ,2.35 ,20.62 
820717,18260,삼성에스디에스(주),195500.00 ,194000.00 ,197500.00 ,192000.00 ,151710.00 ,81480.00 ,15865641500.00 ,28.29 ,2.97 ,3.37 ,15.55 ,16.31 ,1.02 ,22.09 
C46093,178920,피아이첨단소재(주),34950.00 ,34050.00 ,35250.00 ,33900.00 ,25120.00 ,195931.00 ,6812461400.00 ,29.35 ,4.18 ,4.07 ,57.23 ,13.44 ,2.37 ,41.42 
C89248,111770,(주)영원무역,33950.00 ,33400.00 ,34400.00 ,33200.00 ,26360.00 ,92011.00 ,3125012700.00 ,35.62 ,1.28 ,1.35 ,20.25 ,14.33 ,1.02 ,36.36 
H32072,139480,(주)이마트,126500.00 ,125500.00 ,127000.00 ,124500.00 ,98280.00 ,128609.00 ,16171851500.00 ,10.12 ,0.27 ,0.43 ,5.45 ,4.07 ,1.58 ,29.80 
I66472,161390,한국타이어앤테크놀로지(주),33450.00 ,33400.00 ,33900.00 ,33250.00 ,26630.00 ,167864.00 ,5619870900.00 ,16.98 ,1.30 ,0.93 ,8.20 ,11.58 ,1.35 ,29.58 
IQ7228,271560,(주)오리온,106000.00 ,105000.00 ,107000.00 ,104000.00 ,82680.00 ,43795.00 ,4629175500.00 ,59.22 ,5.89 ,6.31 ,34.11 ,31.94 ,0.57 ,32.70 
IV0057,280360,롯데웰푸드(주),148500.00 ,147500.00 ,149500.00 ,147000.00 ,107280.00 ,1313.00 ,194709000.00 ,37.72 ,0.40 ,0.82 ,3.96 ,4.79 ,0.87 ,26.88 
L07656,185750,(주)종근당,94000.00 ,93200.00 ,95100.00 ,93200.00 ,70750.00 ,29459.00 ,2775676200.00 ,21.70 ,0.97 ,2.24 ,20.43 ,9.31 ,0.95 ,22.91 
1471,33780,(주)케이티앤지,92500.00 ,92500.00 ,93200.00 ,92500.00 ,74000.00 ,336531.00 ,31176139900.00 ,13.89 ,4.45 ,1.73 ,17.74 ,10.61 ,3.98 ,15.33 
64847,32640,(주)LG유플러스,13800.00 ,13950.00 ,14150.00 ,13800.00 ,10520.00 ,1033335.00 ,14394155200.00 ,12.64 ,0.50 ,1.16 ,2.91 ,2.51 ,2.90 ,25.68 
86512,69960,(주)현대백화점,85600.00 ,85900.00 ,86500.00 ,83900.00 ,67000.00 ,95600.00 ,8141851000.00 ,5.24 ,1.40 ,0.54 ,3.83 ,5.10 ,1.01 ,23.85 
88102,20000,(주)한섬,31600.00 ,31550.00 ,31750.00 ,31100.00 ,23160.00 ,52807.00 ,1667041900.00 ,9.95 ,0.91 ,0.79 ,4.40 ,7.43 ,1.13 ,33.03 
162210,51900,(주)LG생활건강,1263000.00 ,1273000.00 ,1282000.00 ,1259000.00 ,987480.00 ,29170.00 ,37075607000.00 ,34.94 ,5.21 ,8.43 ,29.27 ,25.55 ,0.69 ,24.97 
163890,86280,현대글로비스(주),138000.00 ,139500.00 ,140500.00 ,137000.00 ,108030.00 ,94712.00 ,13100442000.00 ,15.84 ,0.38 ,1.42 ,14.12 ,7.63 ,2.39 ,27.28 
170258,57050,(주)현대홈쇼핑,80600.00 ,80200.00 ,80800.00 ,79600.00 ,60640.00 ,21575.00 ,1731653000.00 ,11.80 ,0.97 ,0.68 ,20.89 ,6.41 ,2.30 ,19.86 
208389,69260,티케이지휴켐스(주),20450.00 ,20700.00 ,20750.00 ,20350.00 ,15650.00 ,126934.00 ,2608618800.00 ,8.49 ,1.04 ,1.31 ,6.81 ,4.69 ,5.64 ,23.63 
251763,68270,(주)셀트리온,177500.00 ,181500.00 ,182500.00 ,177000.00 ,136800.00 ,498043.00 ,89221080500.00 ,87.01 ,25.68 ,12.89 ,59.86 ,49.43 ,0.01 ,35.56 
310123,4370,(주)농심,235500.00 ,240000.00 ,240000.00 ,234500.00 ,184860.00 ,10941.00 ,2583867000.00 ,18.00 ,0.73 ,0.76 ,12.86 ,10.71 ,1.61 ,24.19 
310140,3230,삼양식품(주),92600.00 ,90600.00 ,95100.00 ,90200.00 ,67710.00 ,81169.00 ,7579017800.00 ,20.42 ,1.50 ,3.16 ,20.33 ,11.73 ,0.43 ,39.14 
310301,7310,(주)오뚜기,548000.00 ,557000.00 ,558000.00 ,541000.00 ,428220.00 ,4748.00 ,2594799000.00 ,13.26 ,0.88 ,1.83 ,11.32 ,10.27 ,1.29 ,17.63 
350338,4000,롯데정밀화학(주),43900.00 ,44600.00 ,44650.00 ,43800.00 ,34390.00 ,54588.00 ,2401901700.00 ,6.47 ,0.82 ,0.90 ,4.10 ,3.84 ,3.82 ,32.40 
350354,990,(주)DB하이텍,27600.00 ,28300.00 ,28400.00 ,27350.00 ,20080.00 ,727520.00 ,20188490050.00 ,12.59 ,1.79 ,2.39 ,6.17 ,6.65 ,0.88 ,45.04 
350559,5250,(주)녹십자홀딩스,21500.00 ,21950.00 ,22050.00 ,21450.00 ,16130.00 ,61851.00 ,1337666850.00 ,50.00 ,7.28 ,1.83 ,16.20 ,27.25 ,1.11 ,30.28 
350893,880,(주)한화,24550.00 ,24550.00 ,24750.00 ,24300.00 ,18990.00 ,139980.00 ,3430657050.00 ,6.30 ,0.43 ,0.72 ,7.45 ,5.85 ,2.63 ,24.79 
351113,14680,(주)한솔케미칼,106500.00 ,104500.00 ,108000.00 ,103000.00 ,80730.00 ,64817.00 ,6860738500.00 ,17.80 ,2.88 ,3.43 ,13.14 ,10.98 ,1.11 ,26.00 
351350,11780,금호석유화학(주),76200.00 ,76100.00 ,78100.00 ,75600.00 ,57760.00 ,124594.00 ,9515972000.00 ,11.66 ,0.55 ,1.69 ,8.19 ,5.05 ,1.40 ,33.23 
355399,6280,(주)녹십자,131500.00 ,132000.00 ,132500.00 ,130000.00 ,102180.00 ,32148.00 ,4232183500.00 ,31.31 ,1.31 ,1.58 ,122.86 ,18.70 ,0.74 ,27.20 
361267,26960,(주)동서,16750.00 ,16850.00 ,16950.00 ,16700.00 ,12730.00 ,116594.00 ,1959056500.00 ,14.21 ,3.35 ,1.32 ,19.07 ,52.57 ,4.14 ,25.25 
370380,10130,고려아연(주),425500.00 ,426000.00 ,426500.00 ,420500.00 ,330720.00 ,29362.00 ,12431189500.00 ,16.33 ,1.36 ,1.35 ,10.49 ,8.74 ,2.42 ,20.08 
380130,12330,현대모비스(주),250000.00 ,249000.00 ,250500.00 ,244500.00 ,193050.00 ,255475.00 ,63337742000.00 ,15.18 ,1.15 ,1.13 ,21.02 ,12.48 ,1.56 ,26.75 
380687,11070,엘지이노텍(주),139500.00 ,141000.00 ,143000.00 ,138000.00 ,105640.00 ,111592.00 ,15640919000.00 ,25.77 ,0.43 ,2.04 ,3.43 ,5.41 ,0.22 ,39.85 
380725,5930,삼성전자(주),55500.00 ,56000.00 ,56600.00 ,54900.00 ,43050.00 ,15422255.00 ,8.6E+11,11.49 ,2.08 ,2.22 ,7.52 ,6.07 ,0.64 ,22.59 
380911,270,기아(주),42000.00 ,42600.00 ,42900.00 ,41500.00 ,33150.00 ,1569720.00 ,65840710600.00 ,42.04 ,0.53 ,0.83 ,6.38 ,9.15 ,2.12 ,26.26 
380954,5380,현대자동차(주),116000.00 ,118500.00 ,119000.00 ,115000.00 ,92040.00 ,1145187.00 ,1.34E+11,75.52 ,0.73 ,0.66 ,16.21 ,12.80 ,2.47 ,23.54 
383511,660,에스케이하이닉스(주),94500.00 ,96500.00 ,97900.00 ,94300.00 ,73860.00 ,3021380.00 ,2.9E+11,4.28 ,1.64 ,1.59 ,3.10 ,2.53 ,1.49 ,34.45 
387586,90430,(주)아모레퍼시픽,206500.00 ,210000.00 ,212500.00 ,205000.00 ,153550.00 ,235872.00 ,49229937500.00 ,51.87 ,3.88 ,3.53 ,24.74 ,25.77 ,0.57 ,40.02 
388742,14820,동원시스템즈(주),28450.00 ,28500.00 ,29000.00 ,27950.00 ,21200.00 ,29362.00 ,832595000.00 ,18.83 ,1.40 ,2.07 ,32.47 ,14.68 ,1.74 ,36.47 
520047,51600,한전KPS(주),38600.00 ,38550.00 ,38950.00 ,38350.00 ,30060.00 ,145877.00 ,5625148200.00 ,10.80 ,1.40 ,1.79 ,13.38 ,7.55 ,4.64 ,28.28 
620084,4170,(주)신세계,292500.00 ,296500.00 ,297000.00 ,290500.00 ,222300.00 ,40984.00 ,12003633000.00 ,16.15 ,1.65 ,0.93 ,7.86 ,7.47 ,0.68 ,34.52 
622850,36570,(주)엔씨소프트,565000.00 ,547000.00 ,568000.00 ,542000.00 ,421980.00 ,112404.00 ,63121239000.00 ,27.18 ,7.79 ,5.17 ,28.59 ,16.96 ,1.01 ,26.61 
810045,7070,(주)지에스리테일,39000.00 ,38900.00 ,39300.00 ,38400.00 ,30340.00 ,156393.00 ,6080645100.00 ,26.44 ,0.36 ,1.54 ,12.76 ,7.52 ,1.67 ,24.67 
810193,30200,(주)케이티,26600.00 ,26750.00 ,26800.00 ,26600.00 ,21360.00 ,590114.00 ,15744458500.00 ,11.62 ,0.38 ,0.70 ,1.83 ,1.66 ,3.88 ,10.79 
820032,30000,(주)제일기획,23000.00 ,23500.00 ,23500.00 ,22850.00 ,18170.00 ,239508.00 ,5518853550.00 ,29.37 ,1.94 ,4.10 ,12.38 ,34.77 ,2.95 ,25.99 
820482,12750,(주)에스원,91300.00 ,92500.00 ,93000.00 ,91000.00 ,74000.00 ,78066.00 ,7159036600.00 ,30.55 ,1.54 ,4.27 ,13.21 ,9.19 ,2.44 ,20.26 
820717,18260,삼성에스디에스(주),192500.00 ,193500.00 ,195000.00 ,191500.00 ,149760.00 ,66452.00 ,12818051000.00 ,27.86 ,2.93 ,3.32 ,15.31 ,16.06 ,1.04 ,21.93 
C46093,178920,피아이첨단소재(주),35200.00 ,35200.00 ,36100.00 ,34900.00 ,26440.00 ,316174.00 ,11254044600.00 ,29.55 ,4.21 ,4.10 ,57.64 ,13.54 ,2.36 ,39.95 
C89248,111770,(주)영원무역,33150.00 ,33800.00 ,33850.00 ,32950.00 ,25570.00 ,140099.00 ,4647858050.00 ,34.78 ,1.25 ,1.32 ,19.77 ,13.99 ,1.05 ,35.60 
H32072,139480,(주)이마트,122500.00 ,126000.00 ,126500.00 ,122500.00 ,95380.00 ,169434.00 ,20954414500.00 ,9.80 ,0.26 ,0.42 ,5.28 ,3.94 ,1.63 ,29.67 
I66472,161390,한국타이어앤테크놀로지(주),31900.00 ,32250.00 ,32650.00 ,31750.00 ,25310.00 ,326118.00 ,10455469050.00 ,16.19 ,1.24 ,0.89 ,7.82 ,11.04 ,1.41 ,29.74 
IQ7228,271560,(주)오리온,104000.00 ,105000.00 ,107000.00 ,104000.00 ,82290.00 ,49588.00 ,5205368000.00 ,58.10 ,5.77 ,6.19 ,33.47 ,31.34 ,0.58 ,30.78 
IV0057,280360,롯데웰푸드(주),147500.00 ,149500.00 ,149500.00 ,147000.00 ,107640.00 ,2497.00 ,369577500.00 ,37.47 ,0.40 ,0.81 ,3.93 ,4.76 ,0.88 ,26.60 
L07656,185750,(주)종근당,94000.00 ,95400.00 ,95400.00 ,93600.00 ,72350.00 ,24909.00 ,2347800800.00 ,21.70 ,0.97 ,2.24 ,20.43 ,9.31 ,0.95 ,23.07 
1471,33780,(주)케이티앤지,94700.00 ,92600.00 ,94800.00 ,92600.00 ,74160.00 ,451873.00 ,42503214200.00 ,14.22 ,4.56 ,1.77 ,18.16 ,10.86 ,3.88 ,15.40 
64847,32640,(주)LG유플러스,13100.00 ,13300.00 ,13300.00 ,12950.00 ,10100.00 ,1771715.00 ,23198800200.00 ,12.00 ,0.47 ,1.10 ,2.76 ,2.38 ,3.05 ,25.68 
86512,69960,(주)현대백화점,87700.00 ,87300.00 ,88100.00 ,86700.00 ,68400.00 ,92362.00 ,8092750800.00 ,5.36 ,1.44 ,0.56 ,3.92 ,5.22 ,0.99 ,24.59 
88102,20000,(주)한섬,30700.00 ,30750.00 ,30950.00 ,30450.00 ,22940.00 ,39575.00 ,1215405500.00 ,9.66 ,0.88 ,0.77 ,4.27 ,7.21 ,1.16 ,32.28 
162210,51900,(주)LG생활건강,1343000.00 ,1316000.00 ,1355000.00 ,1316000.00 ,1032720.00 ,22346.00 ,30047636000.00 ,37.15 ,5.54 ,8.97 ,31.13 ,27.17 ,0.65 ,26.07 
163890,86280,현대글로비스(주),138500.00 ,134000.00 ,139000.00 ,134000.00 ,105690.00 ,93896.00 ,12953733500.00 ,15.90 ,0.39 ,1.43 ,14.17 ,7.66 ,2.38 ,27.33 
170258,57050,(주)현대홈쇼핑,77300.00 ,76800.00 ,77900.00 ,76500.00 ,58970.00 ,24442.00 ,1882256700.00 ,11.32 ,0.93 ,0.65 ,20.04 ,6.15 ,2.39 ,20.32 
208389,69260,티케이지휴켐스(주),19150.00 ,19200.00 ,19300.00 ,19100.00 ,14630.00 ,93008.00 ,1782500700.00 ,7.95 ,0.97 ,1.23 ,6.38 ,4.39 ,6.02 ,23.69 
251763,68270,(주)셀트리온,177500.00 ,178500.00 ,178500.00 ,175000.00 ,134520.00 ,431127.00 ,76346623500.00 ,87.01 ,25.68 ,12.89 ,59.86 ,49.43 ,0.01 ,35.58 
310123,4370,(주)농심,224000.00 ,223000.00 ,226000.00 ,222500.00 ,173940.00 ,15135.00 ,3387531000.00 ,17.12 ,0.70 ,0.73 ,12.23 ,10.19 ,1.70 ,23.92 
310140,3230,삼양식품(주),102000.00 ,100500.00 ,105000.00 ,99500.00 ,76000.00 ,91491.00 ,9349877900.00 ,22.49 ,1.66 ,3.49 ,22.39 ,12.92 ,0.39 ,36.77 
310301,7310,(주)오뚜기,525000.00 ,522000.00 ,529000.00 ,520000.00 ,409500.00 ,2328.00 ,1220993000.00 ,12.70 ,0.84 ,1.75 ,10.85 ,9.84 ,1.34 ,16.68 
350338,4000,롯데정밀화학(주),40500.00 ,40700.00 ,40750.00 ,39850.00 ,31740.00 ,81876.00 ,3298735300.00 ,5.97 ,0.75 ,0.83 ,3.78 ,3.54 ,4.14 ,32.91 
350354,990,(주)DB하이텍,28150.00 ,29150.00 ,29150.00 ,27450.00 ,20910.00 ,1044923.00 ,29373043400.00 ,12.84 ,1.83 ,2.44 ,6.29 ,6.78 ,0.87 ,45.07 
350559,5250,(주)녹십자홀딩스,20700.00 ,20600.00 ,20950.00 ,20500.00 ,15350.00 ,49347.00 ,1021673200.00 ,48.14 ,7.01 ,1.77 ,15.60 ,26.24 ,1.15 ,30.67 
350893,880,(주)한화,22650.00 ,22500.00 ,22750.00 ,22300.00 ,17580.00 ,212803.00 ,4801921250.00 ,5.81 ,0.40 ,0.67 ,6.88 ,5.40 ,2.85 ,24.82 
351113,14680,(주)한솔케미칼,106500.00 ,106000.00 ,106500.00 ,104000.00 ,82680.00 ,41099.00 ,4335202000.00 ,17.80 ,2.88 ,3.43 ,13.14 ,10.98 ,1.11 ,25.94 
351350,11780,금호석유화학(주),73600.00 ,73800.00 ,74800.00 ,73200.00 ,56310.00 ,73567.00 ,5426827900.00 ,11.26 ,0.53 ,1.64 ,7.91 ,4.87 ,1.45 ,31.93 
355399,6280,(주)녹십자,126000.00 ,124000.00 ,127500.00 ,123500.00 ,97110.00 ,35947.00 ,4536574500.00 ,30.00 ,1.26 ,1.52 ,117.72 ,17.91 ,0.78 ,27.14 
361267,26960,(주)동서,16300.00 ,16200.00 ,16450.00 ,16100.00 ,12350.00 ,80932.00 ,1313286850.00 ,13.83 ,3.26 ,1.29 ,18.56 ,51.16 ,4.25 ,24.91 
370380,10130,고려아연(주),421500.00 ,425500.00 ,427500.00 ,420000.00 ,333450.00 ,34422.00 ,14548876500.00 ,16.18 ,1.35 ,1.34 ,10.40 ,8.66 ,2.44 ,19.91 
380130,12330,현대모비스(주),244500.00 ,245500.00 ,247500.00 ,244000.00 ,191100.00 ,208838.00 ,51290687500.00 ,14.84 ,1.13 ,1.10 ,20.55 ,12.21 ,1.59 ,25.87 
380687,11070,엘지이노텍(주),148500.00 ,146000.00 ,151000.00 ,145000.00 ,110580.00 ,195372.00 ,28958326000.00 ,27.43 ,0.46 ,2.17 ,3.65 ,5.76 ,0.20 ,39.91 
380725,5930,삼성전자(주),59500.00 ,58800.00 ,59700.00 ,58300.00 ,45700.00 ,16000170.00 ,9.45E+11,12.32 ,2.23 ,2.38 ,8.06 ,6.51 ,0.59 ,22.25 
380911,270,기아(주),40400.00 ,40850.00 ,41200.00 ,40400.00 ,31780.00 ,1455064.00 ,59195418650.00 ,40.44 ,0.51 ,0.80 ,6.14 ,8.80 ,2.20 ,25.38 
380954,5380,현대자동차(주),113500.00 ,112500.00 ,114500.00 ,112000.00 ,86970.00 ,896507.00 ,1.02E+11,73.89 ,0.71 ,0.65 ,15.86 ,12.52 ,2.53 ,23.46 
383511,660,에스케이하이닉스(주),98900.00 ,99100.00 ,99700.00 ,97900.00 ,77220.00 ,2867925.00 ,2.83E+11,4.48 ,1.71 ,1.66 ,3.24 ,2.65 ,1.43 ,33.78 
387586,90430,(주)아모레퍼시픽,220500.00 ,213500.00 ,221000.00 ,213500.00 ,156880.00 ,309458.00 ,67434541000.00 ,55.39 ,4.14 ,3.77 ,26.42 ,27.51 ,0.53 ,40.78 
388742,14820,동원시스템즈(주),27450.00 ,27450.00 ,27800.00 ,27200.00 ,20490.00 ,18128.00 ,496489450.00 ,18.17 ,1.35 ,2.00 ,31.32 ,14.16 ,1.81 ,36.50 
520047,51600,한전KPS(주),37500.00 ,37250.00 ,37550.00 ,36950.00 ,29320.00 ,89521.00 ,3336679350.00 ,10.50 ,1.36 ,1.74 ,13.00 ,7.33 ,4.77 ,27.45 
620084,4170,(주)신세계,312500.00 ,313000.00 ,319000.00 ,311500.00 ,239020.00 ,47178.00 ,14773141500.00 ,17.26 ,1.77 ,0.99 ,8.39 ,7.98 ,0.64 ,34.91 
622850,36570,(주)엔씨소프트,608000.00 ,605000.00 ,618000.00 ,605000.00 ,474240.00 ,53031.00 ,32390639000.00 ,29.24 ,8.38 ,5.56 ,30.76 ,18.25 ,0.93 ,26.71 
810045,7070,(주)지에스리테일,38950.00 ,38450.00 ,39100.00 ,38400.00 ,30140.00 ,92919.00 ,3611398600.00 ,26.41 ,0.36 ,1.54 ,12.74 ,7.51 ,1.67 ,23.67 
810193,30200,(주)케이티,26050.00 ,26100.00 ,26250.00 ,26050.00 ,20840.00 ,748424.00 ,19580477300.00 ,11.38 ,0.37 ,0.68 ,1.79 ,1.63 ,3.96 ,10.73 
820032,30000,(주)제일기획,22450.00 ,21900.00 ,22750.00 ,21700.00 ,17120.00 ,585216.00 ,13097276650.00 ,28.67 ,1.90 ,4.00 ,12.08 ,33.94 ,3.02 ,26.44 
820482,12750,(주)에스원,92300.00 ,91900.00 ,92600.00 ,91600.00 ,74320.00 ,54262.00 ,5004142800.00 ,30.88 ,1.56 ,4.31 ,13.36 ,9.29 ,2.41 ,20.39 
820717,18260,삼성에스디에스(주),196000.00 ,191000.00 ,197000.00 ,191000.00 ,149760.00 ,139691.00 ,27168221268.00 ,28.36 ,2.98 ,3.38 ,15.59 ,16.35 ,1.02 ,21.95 
C46093,178920,피아이첨단소재(주),34000.00 ,34150.00 ,34150.00 ,33550.00 ,25910.00 ,139005.00 ,4694360200.00 ,28.55 ,4.07 ,3.96 ,55.67 ,13.07 ,2.44 ,40.16 
C89248,111770,(주)영원무역,33850.00 ,33300.00 ,34250.00 ,33300.00 ,25680.00 ,112783.00 ,3833901200.00 ,35.52 ,1.28 ,1.35 ,20.19 ,14.29 ,1.02 ,35.20 
H32072,139480,(주)이마트,119500.00 ,119500.00 ,121000.00 ,118500.00 ,91200.00 ,269884.00 ,32215337000.00 ,9.56 ,0.25 ,0.41 ,5.15 ,3.85 ,1.67 ,29.26 
I66472,161390,한국타이어앤테크놀로지(주),30150.00 ,30400.00 ,30750.00 ,29950.00 ,23980.00 ,807448.00 ,24279214358.00 ,15.30 ,1.17 ,0.84 ,7.39 ,10.44 ,1.49 ,29.26 
IQ7228,271560,(주)오리온,105500.00 ,105500.00 ,106500.00 ,104000.00 ,82680.00 ,64933.00 ,6847818000.00 ,58.94 ,5.86 ,6.28 ,33.95 ,31.79 ,0.57 ,30.31 
IV0057,280360,롯데웰푸드(주),148500.00 ,147000.00 ,148500.00 ,147000.00 ,105840.00 ,729.00 ,107701000.00 ,37.72 ,0.40 ,0.82 ,3.96 ,4.79 ,0.87 ,25.74 
L07656,185750,(주)종근당,90900.00 ,89800.00 ,91300.00 ,88500.00 ,68470.00 ,28051.00 ,2525495600.00 ,20.99 ,0.93 ,2.16 ,19.75 ,9.01 ,0.98 ,23.14 
1471,33780,(주)케이티앤지,94000.00 ,93900.00 ,94700.00 ,93800.00 ,75440.00 ,352455.00 ,33177880900.00 ,14.11 ,4.52 ,1.76 ,18.03 ,10.78 ,3.91 ,15.27 
64847,32640,(주)LG유플러스,13500.00 ,13200.00 ,13700.00 ,13200.00 ,9910.00 ,7588146.00 ,1.03E+11,12.36 ,0.49 ,1.13 ,2.85 ,2.45 ,2.96 ,25.78 
86512,69960,(주)현대백화점,88400.00 ,88500.00 ,89500.00 ,87300.00 ,69420.00 ,79213.00 ,6977447100.00 ,5.41 ,1.45 ,0.56 ,3.95 ,5.26 ,0.98 ,24.57 
88102,20000,(주)한섬,31400.00 ,31600.00 ,32150.00 ,31400.00 ,23380.00 ,66313.00 ,2100036700.00 ,9.88 ,0.90 ,0.79 ,4.37 ,7.38 ,1.14 ,32.18 
162210,51900,(주)LG생활건강,1406000.00 ,1406000.00 ,1423000.00 ,1402000.00 ,1095900.00 ,35291.00 ,49703667000.00 ,38.89 ,5.80 ,9.39 ,32.59 ,28.44 ,0.62 ,26.04 
163890,86280,현대글로비스(주),144500.00 ,142000.00 ,146500.00 ,141500.00 ,110370.00 ,115865.00 ,16797006500.00 ,16.59 ,0.40 ,1.49 ,14.78 ,7.99 ,2.28 ,27.15 
170258,57050,(주)현대홈쇼핑,76700.00 ,76700.00 ,77200.00 ,76600.00 ,58440.00 ,17423.00 ,1339865700.00 ,11.23 ,0.92 ,0.65 ,19.88 ,6.10 ,2.41 ,20.29 
208389,69260,티케이지휴켐스(주),19350.00 ,19550.00 ,19700.00 ,19300.00 ,14850.00 ,77217.00 ,1505830550.00 ,8.03 ,0.98 ,1.24 ,6.45 ,4.44 ,5.96 ,23.73 
251763,68270,(주)셀트리온,175000.00 ,180500.00 ,181000.00 ,174000.00 ,137180.00 ,818082.00 ,1.44E+11,85.78 ,25.32 ,12.71 ,59.02 ,48.73 ,0.01 ,35.45 
310123,4370,(주)농심,223500.00 ,224500.00 ,227000.00 ,223000.00 ,175500.00 ,15497.00 ,3468320000.00 ,17.08 ,0.70 ,0.73 ,12.20 ,10.16 ,1.70 ,23.55 
310140,3230,삼양식품(주),101000.00 ,103500.00 ,104500.00 ,101000.00 ,78280.00 ,24605.00 ,2509947500.00 ,22.27 ,1.64 ,3.45 ,22.17 ,12.80 ,0.40 ,36.76 
310301,7310,(주)오뚜기,544000.00 ,541000.00 ,547000.00 ,540000.00 ,422760.00 ,2468.00 ,1339844000.00 ,13.16 ,0.88 ,1.81 ,11.24 ,10.19 ,1.30 ,16.66 
350338,4000,롯데정밀화학(주),41950.00 ,42200.00 ,42850.00 ,41950.00 ,33070.00 ,61678.00 ,2609891250.00 ,6.18 ,0.78 ,0.86 ,3.92 ,3.67 ,4.00 ,32.93 
350354,990,(주)DB하이텍,28450.00 ,29050.00 ,29500.00 ,28300.00 ,20950.00 ,696868.00 ,19970527350.00 ,12.98 ,1.85 ,2.46 ,6.36 ,6.85 ,0.86 ,45.58 
350559,5250,(주)녹십자홀딩스,20350.00 ,20550.00 ,20750.00 ,20300.00 ,15240.00 ,42418.00 ,867353500.00 ,47.33 ,6.89 ,1.74 ,15.34 ,25.80 ,1.17 ,30.58 
350893,880,(주)한화,23600.00 ,23700.00 ,23950.00 ,23500.00 ,18480.00 ,148091.00 ,3506255050.00 ,6.05 ,0.42 ,0.70 ,7.16 ,5.63 ,2.73 ,24.51 
351113,14680,(주)한솔케미칼,115000.00 ,113000.00 ,116000.00 ,112500.00 ,88140.00 ,74439.00 ,8480130000.00 ,19.22 ,3.12 ,3.71 ,14.19 ,11.86 ,1.02 ,26.31 
351350,11780,금호석유화학(주),77700.00 ,77900.00 ,79300.00 ,77200.00 ,59120.00 ,89662.00 ,6997011300.00 ,11.89 ,0.56 ,1.73 ,8.35 ,5.15 ,1.37 ,32.04 
