Pcr,Stock,Name,종가,시가,고가,저가,대용가,거래량,거래대금,PER,PSR,PBR,PCR,P/EBITDAPS,Dividend Yield,Volatility
1471,33780,(주)케이티앤지,96300.00 ,100500.00 ,100500.00 ,96300.00 ,79520.00 ,745547.00 ,72965294414.00 ,12.47 ,4.05 ,1.86 ,11.03 ,9.03 ,3.82 ,21.57 
64847,32640,(주)LG유플러스,16800.00 ,17250.00 ,17250.00 ,16500.00 ,13140.00 ,1844022.00 ,31161086950.00 ,12.86 ,0.60 ,1.69 ,3.22 ,2.90 ,2.38 ,33.35 
86512,69960,(주)현대백화점,91000.00 ,88500.00 ,91800.00 ,88500.00 ,68710.00 ,89791.00 ,8145078700.00 ,1.02 ,0.15 ,0.06 ,0.70 ,0.57 ,8.47 ,30.84 
88102,20000,(주)한섬,34650.00 ,35400.00 ,36350.00 ,34600.00 ,25300.00 ,106143.00 ,3739379150.00 ,13.95 ,0.99 ,0.93 ,17.05 ,8.38 ,0.90 ,36.97 
162210,51900,(주)LG생활건강,1112000.00 ,1048000.00 ,1125000.00 ,1047000.00 ,816660.00 ,67214.00 ,73681827000.00 ,31.29 ,4.92 ,8.92 ,25.11 ,24.63 ,0.76 ,35.95 
163890,86280,현대글로비스(주),111000.00 ,109000.00 ,111500.00 ,109000.00 ,86190.00 ,88824.00 ,9780262000.00 ,6.56 ,0.32 ,1.18 ,7.18 ,6.12 ,2.70 ,34.82 
170258,57050,(주)현대홈쇼핑,104000.00 ,105500.00 ,105500.00 ,102500.00 ,81900.00 ,21420.00 ,2229057000.00 ,13.84 ,1.19 ,0.91 ,16.50 ,7.59 ,1.59 ,22.41 
208389,69260,티케이지휴켐스(주),23200.00 ,23250.00 ,23450.00 ,23000.00 ,16660.00 ,86984.00 ,2014862550.00 ,7.45 ,1.28 ,1.62 ,5.59 ,4.95 ,6.06 ,31.18 
251763,68270,(주)셀트리온,274500.00 ,271500.00 ,277500.00 ,268500.00 ,195480.00 ,907869.00 ,2.49E+11,83.16 ,40.44 ,20.64 ,64.00 ,55.39 ,0.01 ,60.42 
310123,4370,(주)농심,222000.00 ,221500.00 ,223500.00 ,219000.00 ,168720.00 ,27333.00 ,6054738000.00 ,15.97 ,0.69 ,0.74 ,15.43 ,9.36 ,1.71 ,23.72 
310140,3230,삼양식품(주),65800.00 ,61600.00 ,66100.00 ,61600.00 ,46760.00 ,59698.00 ,3866292900.00 ,18.39 ,1.09 ,2.60 ,11.58 ,10.63 ,0.38 ,50.46 
310301,7310,(주)오뚜기,667000.00 ,670000.00 ,680000.00 ,665000.00 ,495800.00 ,5027.00 ,3362652000.00 ,21.56 ,1.10 ,2.40 ,25.00 ,13.32 ,1.03 ,27.35 
350338,4000,롯데정밀화학(주),47300.00 ,46300.00 ,47750.00 ,46300.00 ,35180.00 ,89820.00 ,4235441000.00 ,17.28 ,1.04 ,1.09 ,6.31 ,6.42 ,1.67 ,42.25 
350354,990,(주)DB하이텍,13800.00 ,13100.00 ,13900.00 ,13050.00 ,9990.00 ,306748.00 ,4187521100.00 ,8.03 ,0.88 ,1.48 ,3.27 ,2.81 ,1.76 ,44.19 
350559,5250,(주)녹십자홀딩스,24150.00 ,23400.00 ,24300.00 ,23150.00 ,16880.00 ,105794.00 ,2524973300.00 ,53.31 ,9.93 ,2.04 ,17.76 ,35.31 ,1.19 ,34.95 
350893,880,(주)한화,29100.00 ,28300.00 ,29250.00 ,28300.00 ,22540.00 ,408289.00 ,11820602250.00 ,13.88 ,0.58 ,0.92 ,3.56 ,7.81 ,1.90 ,30.19 
351113,14680,(주)한솔케미칼,75500.00 ,72600.00 ,76500.00 ,71200.00 ,56390.00 ,56502.00 ,4223265500.00 ,18.28 ,2.45 ,2.91 ,13.09 ,10.47 ,1.30 ,30.41 
351350,11780,금호석유화학(주),85100.00 ,80300.00 ,85400.00 ,80300.00 ,60380.00 ,165410.00 ,13849174200.00 ,17.56 ,0.60 ,2.08 ,6.70 ,6.65 ,0.93 ,43.49 
355399,6280,(주)녹십자,148000.00 ,143000.00 ,149000.00 ,143000.00 ,103680.00 ,56150.00 ,8226976500.00 ,30.85 ,1.54 ,1.80 ,36.37 ,15.36 ,0.82 ,38.55 
361267,26960,(주)동서,19850.00 ,20400.00 ,20400.00 ,19800.00 ,15910.00 ,155313.00 ,3099675250.00 ,16.11 ,3.91 ,1.62 ,20.53 ,54.12 ,3.50 ,19.97 
370380,10130,고려아연(주),394000.00 ,392500.00 ,394500.00 ,388000.00 ,306150.00 ,42547.00 ,16632124500.00 ,13.12 ,1.28 ,1.30 ,10.29 ,7.34 ,2.38 ,27.81 
380130,12330,현대모비스(주),195500.00 ,197000.00 ,197500.00 ,191500.00 ,148580.00 ,244661.00 ,47428382000.00 ,12.97 ,0.95 ,0.93 ,10.42 ,10.32 ,1.74 ,30.90 
380687,11070,엘지이노텍(주),121500.00 ,116500.00 ,123500.00 ,116500.00 ,87320.00 ,247837.00 ,30131017000.00 ,15.94 ,0.40 ,1.88 ,5.90 ,5.03 ,0.21 ,43.65 
380725,5930,삼성전자(주),44000.00 ,43200.00 ,44650.00 ,43200.00 ,33610.00 ,12640906.00 ,5.56E+11,10.53 ,1.91 ,2.18 ,6.91 ,6.66 ,0.91 ,27.20 
380911,270,기아(주),33250.00 ,33100.00 ,33600.00 ,32600.00 ,25810.00 ,1123867.00 ,37142847500.00 ,12.78 ,0.42 ,0.65 ,4.42 ,6.88 ,2.38 ,24.34 
380954,5380,현대자동차(주),115500.00 ,115500.00 ,118000.00 ,114500.00 ,90480.00 ,672541.00 ,77931654500.00 ,12.19 ,0.76 ,0.65 ,5.28 ,7.04 ,2.44 ,27.28 
383511,660,에스케이하이닉스(주),72400.00 ,69200.00 ,73200.00 ,69200.00 ,52440.00 ,4882184.00 ,3.51E+11,5.06 ,1.72 ,1.71 ,3.77 ,2.92 ,1.34 ,35.33 
387586,90430,(주)아모레퍼시픽,207500.00 ,197500.00 ,209500.00 ,197500.00 ,154050.00 ,248467.00 ,50993261500.00 ,45.05 ,3.95 ,3.73 ,34.10 ,23.15 ,0.62 ,37.42 
388742,14820,동원시스템즈(주),28850.00 ,27450.00 ,29200.00 ,27450.00 ,20480.00 ,33559.00 ,958322700.00 ,15.40 ,1.67 ,2.26 ,32.43 ,18.41 ,1.72 ,37.54 
520047,51600,한전KPS(주),29500.00 ,29850.00 ,30300.00 ,29200.00 ,21740.00 ,286226.00 ,8451794150.00 ,9.80 ,1.08 ,1.49 ,10.23 ,6.63 ,4.98 ,37.04 
620084,4170,(주)신세계,296000.00 ,287000.00 ,303500.00 ,287000.00 ,218880.00 ,76627.00 ,22836767000.00 ,20.49 ,1.75 ,0.94 ,9.40 ,8.07 ,0.42 ,48.60 
622850,36570,(주)엔씨소프트,418000.00 ,408500.00 ,420000.00 ,396000.00 ,315510.00 ,133178.00 ,54444357000.00 ,18.83 ,5.74 ,3.36 ,15.00 ,13.89 ,1.69 ,36.08 
810045,7070,(주)지에스리테일,39350.00 ,40150.00 ,40450.00 ,38550.00 ,29370.00 ,427877.00 ,16745087000.00 ,20.92 ,0.38 ,1.60 ,8.20 ,7.90 ,1.52 ,40.78 
810193,30200,(주)케이티,28800.00 ,28900.00 ,29000.00 ,28600.00 ,23200.00 ,728575.00 ,21024557464.00 ,15.23 ,0.41 ,0.82 ,2.03 ,1.75 ,3.26 ,15.49 
820032,30000,(주)제일기획,22250.00 ,21550.00 ,22300.00 ,21350.00 ,16730.00 ,288897.00 ,6385341050.00 ,25.26 ,2.12 ,4.00 ,51.62 ,31.95 ,3.01 ,30.78 
820482,12750,(주)에스원,90000.00 ,91200.00 ,91200.00 ,89800.00 ,68470.00 ,50315.00 ,4541720300.00 ,21.59 ,1.58 ,4.60 ,10.48 ,8.77 ,2.47 ,27.21 
820717,18260,삼성에스디에스(주),206000.00 ,202000.00 ,208500.00 ,201000.00 ,150960.00 ,119662.00 ,24561333000.00 ,43.11 ,3.50 ,3.91 ,25.59 ,21.56 ,0.97 ,38.42 
C46093,178920,피아이첨단소재(주),42100.00 ,40000.00 ,42100.00 ,39900.00 ,29780.00 ,240012.00 ,9911353500.00 ,37.72 ,5.71 ,5.10 ,17.75 ,18.07 ,1.90 ,52.05 
C89248,111770,(주)영원무역,37500.00 ,38100.00 ,38100.00 ,36650.00 ,27580.00 ,124313.00 ,4675517300.00 ,35.75 ,1.33 ,1.84 ,17.12 ,16.09 ,0.79 ,34.19 
H32072,139480,(주)이마트,203500.00 ,205000.00 ,210000.00 ,203000.00 ,156180.00 ,92297.00 ,19027395000.00 ,9.04 ,0.46 ,0.68 ,7.83 ,5.70 ,0.86 ,36.38 
I66472,161390,한국타이어앤테크놀로지(주),45500.00 ,45600.00 ,46300.00 ,44700.00 ,35560.00 ,389416.00 ,17723711225.00 ,19.47 ,1.73 ,1.32 ,15.50 ,14.85 ,0.88 ,28.05 
IQ7228,271560,(주)오리온,103500.00 ,98400.00 ,104500.00 ,98100.00 ,71630.00 ,134038.00 ,13702401800.00 ,119.38 ,10.25 ,6.62 ,52.50 ,61.26 ,0.58 ,45.39 
IV0057,280360,롯데웰푸드(주),180000.00 ,167000.00 ,180000.00 ,164500.00 ,127650.00 ,3307.00 ,566188500.00 ,253.16 ,1.88 ,0.93 ,24.42 ,27.30 ,0.16 ,106.65 
L07656,185750,(주)종근당,97900.00 ,96400.00 ,98300.00 ,95200.00 ,75190.00 ,34424.00 ,3337621200.00 ,17.16 ,1.04 ,2.37 ,11.47 ,9.20 ,0.92 ,34.46 
1471,33780,(주)케이티앤지,100000.00 ,98800.00 ,102000.00 ,98800.00 ,79440.00 ,325129.00 ,32701902800.00 ,12.95 ,4.21 ,1.93 ,11.46 ,9.38 ,3.68 ,21.55 
64847,32640,(주)LG유플러스,17450.00 ,17450.00 ,17700.00 ,17150.00 ,13650.00 ,1290636.00 ,22559221600.00 ,13.36 ,0.62 ,1.76 ,3.34 ,3.02 ,2.29 ,33.36 
86512,69960,(주)현대백화점,92400.00 ,91700.00 ,93300.00 ,90800.00 ,72300.00 ,86229.00 ,7958664600.00 ,1.03 ,0.15 ,0.06 ,0.71 ,0.58 ,8.35 ,30.82 
88102,20000,(주)한섬,36950.00 ,36650.00 ,37350.00 ,36200.00 ,27120.00 ,58546.00 ,2151791600.00 ,14.88 ,1.06 ,0.99 ,18.18 ,8.93 ,0.84 ,37.42 
162210,51900,(주)LG생활건강,1077000.00 ,1065000.00 ,1082000.00 ,1040000.00 ,843180.00 ,35958.00 ,38164618000.00 ,30.30 ,4.77 ,8.64 ,24.32 ,23.86 ,0.78 ,35.76 
163890,86280,현대글로비스(주),109500.00 ,105500.00 ,110500.00 ,104500.00 ,82680.00 ,92681.00 ,10033512500.00 ,6.47 ,0.32 ,1.16 ,7.09 ,6.04 ,2.74 ,35.31 
170258,57050,(주)현대홈쇼핑,102000.00 ,97700.00 ,105500.00 ,97700.00 ,76440.00 ,52067.00 ,5319710300.00 ,13.58 ,1.17 ,0.90 ,16.19 ,7.45 ,1.62 ,23.18 
208389,69260,티케이지휴켐스(주),23700.00 ,23150.00 ,23950.00 ,23000.00 ,16920.00 ,148589.00 ,3508031100.00 ,7.61 ,1.31 ,1.66 ,5.71 ,5.06 ,5.93 ,31.34 
251763,68270,(주)셀트리온,273000.00 ,258000.00 ,274500.00 ,255000.00 ,187560.00 ,787000.00 ,2.08E+11,82.70 ,40.22 ,20.52 ,63.65 ,55.08 ,0.01 ,58.76 
310123,4370,(주)농심,226500.00 ,224000.00 ,227000.00 ,223500.00 ,173280.00 ,13156.00 ,2968301000.00 ,16.29 ,0.71 ,0.75 ,15.75 ,9.55 ,1.68 ,23.77 
310140,3230,삼양식품(주),65000.00 ,63700.00 ,65300.00 ,63100.00 ,48020.00 ,23476.00 ,1509223800.00 ,18.17 ,1.08 ,2.57 ,11.44 ,10.51 ,0.38 ,50.49 
310301,7310,(주)오뚜기,663000.00 ,666000.00 ,667000.00 ,650000.00 ,492840.00 ,5282.00 ,3481238000.00 ,21.43 ,1.09 ,2.39 ,24.85 ,13.24 ,1.03 ,27.25 
350338,4000,롯데정밀화학(주),45050.00 ,44450.00 ,45250.00 ,43600.00 ,34010.00 ,85731.00 ,3823843850.00 ,16.45 ,0.99 ,1.04 ,6.01 ,6.11 ,1.75 ,42.39 
350354,990,(주)DB하이텍,13700.00 ,13750.00 ,13750.00 ,13100.00 ,10640.00 ,296061.00 ,4009535350.00 ,7.97 ,0.87 ,1.47 ,3.25 ,2.79 ,1.77 ,43.50 
350559,5250,(주)녹십자홀딩스,23850.00 ,23550.00 ,23850.00 ,23250.00 ,17100.00 ,42667.00 ,1003832850.00 ,52.65 ,9.81 ,2.02 ,17.54 ,34.87 ,1.20 ,34.54 
350893,880,(주)한화,29250.00 ,29050.00 ,29300.00 ,28550.00 ,22970.00 ,299614.00 ,8691014700.00 ,13.96 ,0.58 ,0.92 ,3.58 ,7.86 ,1.89 ,30.23 
351113,14680,(주)한솔케미칼,80600.00 ,82000.00 ,82300.00 ,79800.00 ,63180.00 ,37716.00 ,3060477400.00 ,19.52 ,2.61 ,3.10 ,13.98 ,11.17 ,1.22 ,30.28 
351350,11780,금호석유화학(주),84700.00 ,86100.00 ,86100.00 ,81000.00 ,64080.00 ,160769.00 ,13407568400.00 ,17.48 ,0.60 ,2.07 ,6.67 ,6.62 ,0.93 ,43.29 
355399,6280,(주)녹십자,142000.00 ,142000.00 ,142500.00 ,137500.00 ,103320.00 ,108388.00 ,15126135500.00 ,29.60 ,1.48 ,1.72 ,34.90 ,14.74 ,0.86 ,38.60 
361267,26960,(주)동서,19800.00 ,20000.00 ,20000.00 ,19600.00 ,15560.00 ,293149.00 ,5797011800.00 ,16.07 ,3.90 ,1.62 ,20.48 ,53.98 ,3.51 ,19.97 
370380,10130,고려아연(주),389500.00 ,389000.00 ,392500.00 ,386000.00 ,305370.00 ,15907.00 ,6195583000.00 ,12.97 ,1.26 ,1.28 ,10.17 ,7.26 ,2.40 ,27.75 
380130,12330,현대모비스(주),193000.00 ,189500.00 ,194000.00 ,188500.00 ,145160.00 ,165407.00 ,31804681000.00 ,12.80 ,0.94 ,0.92 ,10.29 ,10.19 ,1.76 ,31.02 
380687,11070,엘지이노텍(주),126500.00 ,121500.00 ,126500.00 ,120500.00 ,91760.00 ,150382.00 ,18547033000.00 ,16.59 ,0.42 ,1.96 ,6.14 ,5.24 ,0.20 ,43.47 
380725,5930,삼성전자(주),43900.00 ,43900.00 ,44150.00 ,43450.00 ,34350.00 ,7842520.00 ,3.44E+11,10.51 ,1.90 ,2.17 ,6.90 ,6.64 ,0.91 ,26.97 
380911,270,기아(주),29400.00 ,29500.00 ,30000.00 ,29150.00 ,23160.00 ,1299726.00 ,38379137150.00 ,11.30 ,0.37 ,0.58 ,3.91 ,6.09 ,2.69 ,24.92 
380954,5380,현대자동차(주),115500.00 ,114500.00 ,117500.00 ,114000.00 ,90480.00 ,493067.00 ,56927357490.00 ,12.19 ,0.76 ,0.65 ,5.28 ,7.04 ,2.44 ,27.46 
383511,660,에스케이하이닉스(주),70800.00 ,68100.00 ,70900.00 ,67800.00 ,52210.00 ,2688930.00 ,1.88E+11,4.94 ,1.68 ,1.67 ,3.68 ,2.86 ,1.37 ,35.30 
387586,90430,(주)아모레퍼시픽,190500.00 ,189500.00 ,190500.00 ,183500.00 ,148590.00 ,318957.00 ,59811399000.00 ,41.36 ,3.62 ,3.42 ,31.31 ,21.26 ,0.67 ,36.90 
388742,14820,동원시스템즈(주),29650.00 ,31200.00 ,31550.00 ,29550.00 ,22640.00 ,42161.00 ,1270009150.00 ,15.83 ,1.72 ,2.32 ,33.33 ,18.92 ,1.67 ,38.60 
520047,51600,한전KPS(주),29700.00 ,29800.00 ,30050.00 ,29300.00 ,21600.00 ,212225.00 ,6306875900.00 ,9.86 ,1.08 ,1.50 ,10.30 ,6.67 ,4.95 ,36.90 
620084,4170,(주)신세계,278500.00 ,283000.00 ,283000.00 ,267500.00 ,217360.00 ,149946.00 ,41100890500.00 ,19.28 ,1.64 ,0.89 ,8.85 ,7.59 ,0.45 ,48.21 
622850,36570,(주)엔씨소프트,422000.00 ,418500.00 ,423000.00 ,412500.00 ,324480.00 ,39856.00 ,16714462000.00 ,19.01 ,5.80 ,3.39 ,15.15 ,14.02 ,1.67 ,35.31 
810045,7070,(주)지에스리테일,39850.00 ,40000.00 ,40300.00 ,38800.00 ,28870.00 ,147734.00 ,5838046200.00 ,21.19 ,0.39 ,1.62 ,8.31 ,8.00 ,1.51 ,40.87 
810193,30200,(주)케이티,29900.00 ,29800.00 ,30000.00 ,29550.00 ,23920.00 ,351349.00 ,10502429650.00 ,15.81 ,0.42 ,0.85 ,2.11 ,1.82 ,3.14 ,15.01 
820032,30000,(주)제일기획,22200.00 ,22100.00 ,22300.00 ,21800.00 ,17310.00 ,316812.00 ,6999047800.00 ,25.20 ,2.12 ,3.99 ,51.50 ,31.88 ,3.01 ,30.77 
820482,12750,(주)에스원,91800.00 ,91000.00 ,92800.00 ,90300.00 ,69230.00 ,39345.00 ,3591144700.00 ,22.02 ,1.61 ,4.69 ,10.69 ,8.94 ,2.42 ,27.25 
820717,18260,삼성에스디에스(주),213000.00 ,207500.00 ,213000.00 ,206000.00 ,155030.00 ,65901.00 ,13884800000.00 ,44.57 ,3.62 ,4.04 ,26.45 ,22.29 ,0.94 ,38.42 
C46093,178920,피아이첨단소재(주),42200.00 ,39900.00 ,42200.00 ,39550.00 ,30110.00 ,211011.00 ,8555061150.00 ,37.81 ,5.73 ,5.11 ,17.79 ,18.11 ,1.90 ,51.20 
C89248,111770,(주)영원무역,37150.00 ,36900.00 ,37150.00 ,36250.00 ,28150.00 ,75626.00 ,2783258200.00 ,35.41 ,1.32 ,1.82 ,16.96 ,15.94 ,0.80 ,34.05 
H32072,139480,(주)이마트,210000.00 ,208000.00 ,211000.00 ,201500.00 ,158460.00 ,57150.00 ,11887108000.00 ,9.33 ,0.47 ,0.70 ,8.08 ,5.88 ,0.83 ,36.48 
I66472,161390,한국타이어앤테크놀로지(주),45500.00 ,45900.00 ,46100.00 ,44300.00 ,36540.00 ,283971.00 ,12820456900.00 ,19.47 ,1.73 ,1.32 ,15.50 ,14.85 ,0.88 ,28.22 
IQ7228,271560,(주)오리온,108500.00 ,107000.00 ,109500.00 ,105500.00 ,79180.00 ,62858.00 ,6779609500.00 ,125.14 ,10.74 ,6.94 ,55.03 ,64.22 ,0.55 ,45.54 
IV0057,280360,롯데웰푸드(주),165500.00 ,169500.00 ,170000.00 ,165500.00 ,125430.00 ,659.00 ,110591000.00 ,232.77 ,1.73 ,0.86 ,22.45 ,25.10 ,0.17 ,105.65 
L07656,185750,(주)종근당,97900.00 ,94900.00 ,97900.00 ,93600.00 ,75190.00 ,36050.00 ,3457002400.00 ,17.16 ,1.04 ,2.37 ,11.47 ,9.20 ,0.92 ,34.64 
1471,33780,(주)케이티앤지,99300.00 ,101500.00 ,102000.00 ,98900.00 ,81600.00 ,385275.00 ,38512630800.00 ,12.86 ,4.18 ,1.92 ,11.38 ,9.31 ,3.70 ,21.68 
64847,32640,(주)LG유플러스,16750.00 ,17100.00 ,17300.00 ,16600.00 ,13220.00 ,1833138.00 ,31010431963.00 ,12.83 ,0.60 ,1.68 ,3.21 ,2.89 ,2.39 ,33.60 
86512,69960,(주)현대백화점,87700.00 ,90800.00 ,91300.00 ,86400.00 ,71130.00 ,138231.00 ,12198423400.00 ,0.98 ,0.14 ,0.06 ,0.68 ,0.55 ,8.79 ,30.94 
88102,20000,(주)한섬,36500.00 ,36650.00 ,37000.00 ,35150.00 ,27120.00 ,101319.00 ,3639815550.00 ,14.69 ,1.05 ,0.98 ,17.96 ,8.82 ,0.86 ,37.79 
162210,51900,(주)LG생활건강,1105000.00 ,1140000.00 ,1141000.00 ,1073000.00 ,889200.00 ,55605.00 ,60866043000.00 ,31.09 ,4.89 ,8.86 ,24.95 ,24.48 ,0.76 ,35.21 
163890,86280,현대글로비스(주),108000.00 ,106000.00 ,112000.00 ,105500.00 ,82290.00 ,185323.00 ,20205799500.00 ,6.38 ,0.31 ,1.15 ,6.99 ,5.96 ,2.78 ,35.76 
170258,57050,(주)현대홈쇼핑,99800.00 ,100000.00 ,100500.00 ,99200.00 ,77840.00 ,23000.00 ,2297877200.00 ,13.29 ,1.14 ,0.88 ,15.84 ,7.29 ,1.66 ,23.36 
208389,69260,티케이지휴켐스(주),22900.00 ,22750.00 ,23300.00 ,22600.00 ,16740.00 ,63728.00 ,1457092050.00 ,7.35 ,1.26 ,1.60 ,5.52 ,4.89 ,6.14 ,31.24 
251763,68270,(주)셀트리온,228000.00 ,240500.00 ,241000.00 ,225500.00 ,170280.00 ,1527902.00 ,3.56E+11,69.07 ,33.59 ,17.14 ,53.15 ,46.00 ,0.01 ,59.46 
310123,4370,(주)농심,224500.00 ,227000.00 ,227500.00 ,221500.00 ,172900.00 ,18418.00 ,4123616000.00 ,16.15 ,0.70 ,0.75 ,15.61 ,9.47 ,1.69 ,23.71 
310140,3230,삼양식품(주),60200.00 ,60900.00 ,61500.00 ,58400.00 ,44990.00 ,42973.00 ,2557393800.00 ,16.83 ,1.00 ,2.38 ,10.59 ,9.73 ,0.42 ,50.13 
310301,7310,(주)오뚜기,675000.00 ,676000.00 ,682000.00 ,662000.00 ,507640.00 ,3892.00 ,2616129000.00 ,21.82 ,1.11 ,2.43 ,25.30 ,13.48 ,1.02 ,27.58 
350338,4000,롯데정밀화학(주),42200.00 ,44800.00 ,45050.00 ,40900.00 ,34040.00 ,271714.00 ,11444430750.00 ,15.41 ,0.93 ,0.97 ,5.63 ,5.73 ,1.87 ,43.60 
350354,990,(주)DB하이텍,11250.00 ,11500.00 ,11550.00 ,10650.00 ,8580.00 ,578748.00 ,6398302000.00 ,6.54 ,0.72 ,1.20 ,2.67 ,2.29 ,2.16 ,44.62 
350559,5250,(주)녹십자홀딩스,21650.00 ,21750.00 ,22200.00 ,21000.00 ,15940.00 ,79693.00 ,1712445900.00 ,47.79 ,8.90 ,1.83 ,15.93 ,31.66 ,1.32 ,34.84 
350893,880,(주)한화,27450.00 ,29000.00 ,29150.00 ,27200.00 ,22580.00 ,367097.00 ,10195200850.00 ,13.10 ,0.54 ,0.86 ,3.36 ,7.37 ,2.01 ,30.67 
351113,14680,(주)한솔케미칼,77800.00 ,78000.00 ,79000.00 ,75100.00 ,61770.00 ,64291.00 ,4934066100.00 ,18.84 ,2.52 ,3.00 ,13.49 ,10.79 ,1.26 ,30.04 
351350,11780,금호석유화학(주),83300.00 ,85600.00 ,86000.00 ,81500.00 ,63120.00 ,139744.00 ,11646025000.00 ,17.19 ,0.59 ,2.04 ,6.56 ,6.51 ,0.95 ,44.01 
355399,6280,(주)녹십자,130500.00 ,133000.00 ,134000.00 ,128000.00 ,95040.00 ,74063.00 ,9636382500.00 ,27.20 ,1.36 ,1.59 ,32.07 ,13.55 ,0.94 ,38.82 
361267,26960,(주)동서,18500.00 ,19100.00 ,19250.00 ,18300.00 ,14850.00 ,197593.00 ,3672412800.00 ,15.02 ,3.65 ,1.51 ,19.13 ,50.44 ,3.76 ,20.56 
370380,10130,고려아연(주),385500.00 ,391500.00 ,402000.00 ,383000.00 ,310050.00 ,45760.00 ,17984132500.00 ,12.84 ,1.25 ,1.27 ,10.07 ,7.18 ,2.43 ,26.99 
380130,12330,현대모비스(주),188000.00 ,182000.00 ,192500.00 ,182000.00 ,138700.00 ,475642.00 ,89784122500.00 ,12.47 ,0.92 ,0.89 ,10.02 ,9.92 ,1.81 ,30.91 
380687,11070,엘지이노텍(주),126000.00 ,130500.00 ,131000.00 ,123000.00 ,96200.00 ,173824.00 ,21924203500.00 ,16.53 ,0.42 ,1.95 ,6.12 ,5.22 ,0.20 ,43.66 
380725,5930,삼성전자(주),41000.00 ,41100.00 ,41300.00 ,40400.00 ,31980.00 ,14413864.00 ,5.89E+11,9.81 ,1.78 ,2.03 ,6.44 ,6.20 ,0.97 ,27.05 
380911,270,기아(주),27850.00 ,27100.00 ,28250.00 ,26950.00 ,21060.00 ,2398627.00 ,66744024150.00 ,10.71 ,0.35 ,0.54 ,3.70 ,5.76 ,2.84 ,25.83 
380954,5380,현대자동차(주),108000.00 ,110000.00 ,113000.00 ,107500.00 ,85800.00 ,867074.00 ,95606496500.00 ,11.39 ,0.71 ,0.61 ,4.93 ,6.58 ,2.61 ,27.18 
383511,660,에스케이하이닉스(주),67000.00 ,65100.00 ,67100.00 ,62900.00 ,49170.00 ,6211406.00 ,4.04E+11,4.68 ,1.59 ,1.58 ,3.49 ,2.70 ,1.45 ,35.08 
387586,90430,(주)아모레퍼시픽,183500.00 ,192000.00 ,192500.00 ,180000.00 ,149370.00 ,272386.00 ,50140645000.00 ,39.84 ,3.49 ,3.30 ,30.16 ,20.48 ,0.70 ,36.39 
388742,14820,동원시스템즈(주),26900.00 ,27350.00 ,28650.00 ,26550.00 ,19870.00 ,20644.00 ,559404150.00 ,14.36 ,1.56 ,2.10 ,30.24 ,17.16 ,1.84 ,38.74 
520047,51600,한전KPS(주),27350.00 ,28050.00 ,28350.00 ,27250.00 ,20340.00 ,187211.00 ,5182605200.00 ,9.08 ,1.00 ,1.38 ,9.48 ,6.15 ,5.37 ,36.60 
620084,4170,(주)신세계,254500.00 ,269500.00 ,270000.00 ,249500.00 ,204820.00 ,155126.00 ,39581443500.00 ,17.62 ,1.50 ,0.81 ,8.08 ,6.94 ,0.49 ,48.72 
622850,36570,(주)엔씨소프트,409500.00 ,420500.00 ,425500.00 ,404500.00 ,331890.00 ,149605.00 ,61499417000.00 ,18.45 ,5.63 ,3.29 ,14.70 ,13.61 ,1.72 ,35.38 
810045,7070,(주)지에스리테일,37500.00 ,37800.00 ,38750.00 ,36950.00 ,27640.00 ,164536.00 ,6189787150.00 ,19.94 ,0.36 ,1.53 ,7.82 ,7.53 ,1.60 ,40.92 
810193,30200,(주)케이티,29400.00 ,29650.00 ,29900.00 ,29000.00 ,23880.00 ,600933.00 ,17681994900.00 ,15.55 ,0.42 ,0.83 ,2.07 ,1.79 ,3.19 ,15.11 
820032,30000,(주)제일기획,21400.00 ,21900.00 ,22450.00 ,20850.00 ,17190.00 ,484486.00 ,10369814200.00 ,24.29 ,2.04 ,3.85 ,49.65 ,30.73 ,3.13 ,30.88 
820482,12750,(주)에스원,91500.00 ,92100.00 ,93800.00 ,89700.00 ,71970.00 ,59216.00 ,5402883000.00 ,21.95 ,1.60 ,4.68 ,10.65 ,8.91 ,2.43 ,27.88 
820717,18260,삼성에스디에스(주),189000.00 ,200500.00 ,202000.00 ,188000.00 ,149480.00 ,219034.00 ,41854974000.00 ,39.55 ,3.22 ,3.59 ,23.47 ,19.78 ,1.06 ,38.86 
C46093,178920,피아이첨단소재(주),32700.00 ,34700.00 ,34950.00 ,32250.00 ,25230.00 ,427617.00 ,14200245950.00 ,29.30 ,4.44 ,3.96 ,13.79 ,14.03 ,2.45 ,51.74 
C89248,111770,(주)영원무역,35200.00 ,34800.00 ,35650.00 ,34250.00 ,26900.00 ,84980.00 ,2959464950.00 ,33.56 ,1.25 ,1.72 ,16.07 ,15.10 ,0.84 ,32.74 
H32072,139480,(주)이마트,193500.00 ,201000.00 ,205000.00 ,189000.00 ,152760.00 ,111961.00 ,21930338500.00 ,8.60 ,0.43 ,0.65 ,7.44 ,5.42 ,0.90 ,37.15 
I66472,161390,한국타이어앤테크놀로지(주),44400.00 ,44150.00 ,45950.00 ,43700.00 ,34820.00 ,167057.00 ,7470373050.00 ,19.00 ,1.68 ,1.29 ,15.13 ,14.49 ,0.90 ,28.43 
